Catch Date,,Station,Fish ID,Rings,Edgecode,Age,Fractional Age,Weight (kg),Fork Length (cm)
7/9/12,2012,28,56,5,2,5,5.6,2.095,51
7/8/12,2012,80,8,5,4,5,5.6,2.145,51
6/23/12,2012,34,85,5,4,5,5.6,2.158,51
6/20/12,2012,52,56,6,2,6,6.5,2.172,51
7/9/12,2012,28,49,5,2,5,5.6,2.185,51
8/16/12,2012,WBSL1040,23,5,4,5,5.7,2.2,51
7/13/12,2012,21,14,7,2,7,7.6,2.254,51
7/8/12,2012,80,4,5,4,5,5.6,2.284,51
8/16/12,2012,WBSL1040,32,5,4,5,5.7,2.4,51
6/23/12,2012,34,78,5,2,5,5.6,2.42,51
6/18/12,2012,36,47,4,4,4,4.5,2.768,51
6/15/12,2012,38,97,5,4,5,5.5,2.138,52
6/16/12,2012,58,8,6,2,6,6.5,2.218,52
6/23/12,2012,33,19,5,4,5,5.6,2.31,52
7/22/12,2012,14,3,5,2,5,5.7,2.346,52
7/21/12,2012,69,14,4,6,5,5.7,2.406,52
6/20/12,2012,52,64,5,2,5,5.5,2.414,52
7/8/12,2012,80,40,5,4,5,5.6,2.486,52
6/20/12,2012,52,57,5,2,5,5.5,2.49,52
6/23/12,2012,33,4,5,4,5,5.6,2.614,52
7/8/12,2012,80,45,6,4,6,6.6,2.8914,52
6/20/12,2012,52,35,5,2,5,5.5,3.54,52
6/20/12,2012,52,48,6,2,6,6.5,2.204,53
8/23/12,2012,WB16150,38,7,4,7,7.8,2.282,53
7/8/12,2012,80,11,5,4,5,5.6,2.362,53
7/8/12,2012,80,51,6,4,6,6.6,2.392,53
7/8/12,2012,80,16,5,4,5,5.6,2.394,53
7/22/12,2012,14,13,6,4,6,6.7,2.446,53
6/20/12,2012,52,32,5,2,5,5.5,2.478,53
7/9/12,2012,27,31,5,4,5,5.6,2.525,53
6/18/12,2012,36,15,4,4,4,4.5,2.625,53
6/23/12,2012,33,27,5,4,5,5.6,2.65,53
6/23/12,2012,33,26,5,4,5,5.6,2.655,53
7/8/12,2012,80,26,5,2,5,5.6,2.684,53
7/9/12,2012,28,84,6,4,6,6.6,2.705,53
8/16/12,2012,WBSL1040,31,5,4,5,5.7,2.8,53
6/20/12,2012,52,41,6,2,6,6.5,2.812,53
7/8/12,2012,80,37,5,4,5,5.6,2.834,53
6/23/12,2012,34,84,6,4,6,6.6,2.978,53
7/23/12,2012,15,19,5,4,5,5.7,3.39,53
6/15/12,2012,38,113,6,2,6,6.5,3.454,53
7/23/12,2012,83,4,6,4,6,6.7,2.304,54
6/18/12,2012,36,36,3,4,3,3.5,2.446,54
6/15/12,2012,38,108,6,2,6,6.5,2.468,54
6/23/12,2012,34,59,5,4,5,5.6,2.51,54
7/8/12,2012,80,21,5,4,5,5.6,2.546,54
7/22/12,2012,14,20,6,4,6,6.7,2.55,54
7/8/12,2012,80,46,5,2,5,5.6,2.652,54
7/8/12,2012,80,2,5,4,5,5.6,2.68,54
6/18/12,2012,36,35,5,4,5,5.5,2.752,54
7/9/12,2012,28,85,6,4,6,6.6,2.845,54
8/16/12,2012,WBSL1040,16,6,4,6,6.7,2.866,54
6/23/12,2012,33,15,5,4,5,5.6,2.904,54
6/18/12,2012,36,44,4,4,4,4.5,2.964,54
6/17/12,2012,59,52,6,6,7,7.5,2.548,55
6/15/12,2012,37,18,5,2,5,5.5,2.678,55
7/22/12,2012,14,23,7,4,7,7.7,2.732,55
6/18/12,2012,36,11,5,4,5,5.5,2.796,55
7/9/12,2012,28,47,6,4,6,6.6,2.8,55
7/22/12,2012,14,17,6,2,6,6.7,2.81,55
7/8/12,2012,80,25,6,4,6,6.6,3.176,55
7/22/12,2012,14,4,6,4,6,6.7,2.7,56
6/15/12,2012,37,13,6,2,6,6.5,2.774,56
6/17/12,2012,59,33,6,4,6,6.5,2.805,56
7/22/12,2012,14,8,6,4,6,6.7,2.818,56
6/23/12,2012,34,74,6,4,6,6.6,2.856,56
8/23/12,2012,WB16150,39,6,2,6,6.8,2.86,56
7/22/12,2012,14,22,6,2,6,6.7,2.867,56
6/17/12,2012,59,54,7,4,7,7.5,2.884,56
7/9/12,2012,28,35,7,4,7,7.6,2.905,56
7/9/12,2012,27,13,5,4,5,5.6,2.91,56
7/9/12,2012,27,28,6,2,6,6.6,2.932,56
7/8/12,2012,80,39,5,2,5,5.6,2.948,56
6/15/12,2012,37,8,5,4,5,5.5,2.964,56
8/19/12,2012,WBSL840,9,7,2,7,7.7,3,56
8/23/12,2012,WB16150,37,7,4,7,7.8,3.002,56
6/15/12,2012,38,98,5,4,5,5.5,3.012,56
7/8/12,2012,80,42,6,4,6,6.6,3.062,56
6/15/12,2012,38,18,7,2,7,7.5,3.098,56
7/23/12,2012,16,8,6,4,6,6.7,2.184,57
8/23/12,2012,WB16150,41,6,2,6,6.8,2.744,57
7/8/12,2012,80,12,6,4,6,6.6,2.81,57
6/18/12,2012,36,24,6,4,6,6.5,2.818,57
6/15/12,2012,38,96,6,2,6,6.5,2.846,57
6/23/12,2012,33,6,5,4,5,5.6,2.868,57
6/20/12,2012,52,66,5,4,5,5.5,2.946,57
7/8/12,2012,80,20,7,2,7,7.6,2.996,57
8/16/12,2012,WBSL1040,78,6,4,6,6.7,3,57
6/23/12,2012,33,9,5,2,5,5.6,3.006,57
6/15/12,2012,37,11,6,2,6,6.5,3.01,57
6/23/12,2012,34,15,5,2,5,5.6,3.052,57
7/8/12,2012,80,50,5,2,5,5.6,3.06,57
7/9/12,2012,30,97,6,2,6,6.6,3.065,57
6/17/12,2012,59,35,7,4,7,7.5,3.112,57
7/22/12,2012,14,25,6,4,6,6.7,3.134,57
6/15/12,2012,37,9,6,4,6,6.5,3.244,57
6/15/12,2012,38,17,6,6,7,7.5,3.262,57
7/9/12,2012,30,92,6,4,6,6.6,3.435,57
6/23/12,2012,34,80,6,2,6,6.6,3.514,57
7/22/12,2012,14,1,6,4,6,6.7,3.076,58
8/23/12,2012,WB16150,40,7,6,7,7.8,3.124,58
7/8/12,2012,80,27,6,4,6,6.6,3.168,58
7/22/12,2012,14,6,6,4,6,6.7,3.18,58
7/9/12,2012,30,86,6,2,6,6.6,3.255,58
6/23/12,2012,34,5,5,4,5,5.6,3.342,58
6/15/12,2012,37,1,6,4,6,6.5,3.415,58
7/8/12,2012,80,23,6,2,6,6.6,3.44,58
6/23/12,2012,34,65,7,6,8,8.6,3.528,58
6/23/12,2012,34,82,6,2,6,6.6,3.775,58
7/8/12,2012,80,22,5,4,5,5.6,3.778,58
8/16/12,2012,WBSL1040,21,6,4,6,6.7,3.2,58.5
7/23/12,2012,16,9,5,4,5,5.7,3.226,59
6/23/12,2012,34,34,6,4,6,6.6,3.24,59
6/17/12,2012,59,46,6,2,6,6.5,3.27,59
7/9/12,2012,28,31,6,2,6,6.6,3.365,59
6/20/12,2012,52,58,6,2,6,6.5,3.37,59
6/17/12,2012,59,55,7,2,7,7.5,3.408,59
7/8/12,2012,80,15,6,4,6,6.6,3.408,59
8/23/12,2012,WB16150,42,8,4,8,8.8,3.42,59
6/17/12,2012,59,13,7,4,7,7.5,3.458,59
6/23/12,2012,34,53,6,4,6,6.6,3.464,59
6/23/12,2012,34,57,6,4,6,6.6,3.512,59
7/8/12,2012,80,10,6,4,6,6.6,3.618,59
6/23/12,2012,33,13,5,4,5,5.6,3.68,59
6/15/12,2012,37,7,5,2,5,5.5,3.702,59
7/8/12,2012,80,1,6,4,6,6.6,3.712,59
6/20/12,2012,52,34,7,2,7,7.5,3.716,59
7/9/12,2012,30,93,6,2,6,6.6,3.92,59
6/20/12,2012,52,50,6,2,6,6.5,3.964,59
8/16/12,2012,WBSL1040,77,6,4,6,6.7,2.2,60
6/15/12,2012,38,103,6,4,6,6.5,3.032,60
6/20/12,2012,52,59,5,4,5,5.5,3.042,60
6/17/12,2012,59,48,7,4,7,7.5,3.34,60
6/20/12,2012,52,61,6,4,6,6.5,3.438,60
6/15/12,2012,37,15,6,4,6,6.5,3.444,60
6/17/12,2012,59,37,7,6,8,8.5,3.668,60
7/22/12,2012,14,24,6,4,6,6.7,3.69,60
6/20/12,2012,52,47,7,2,7,7.5,3.72,60
6/20/12,2012,52,53,6,4,6,6.5,3.72,60
7/8/12,2012,80,41,6,4,6,6.6,3.772,60
6/15/12,2012,37,17,6,2,6,6.5,3.848,60
7/22/12,2012,14,10,6,2,6,6.7,3.884,60
6/20/12,2012,52,51,8,4,8,8.5,3.958,60
6/15/12,2012,38,14,6,2,6,6.5,3.984,60
6/20/12,2012,52,36,5,6,6,6.5,4.344,60
6/15/12,2012,38,104,7,2,7,7.5,2.282,61
6/20/12,2012,52,68,6,4,6,6.5,3.464,61
7/8/12,2012,80,14,6,2,6,6.6,3.546,61
6/20/12,2012,52,46,7,2,7,7.5,3.636,61
6/15/12,2012,38,111,7,2,7,7.5,3.654,61
6/23/12,2012,34,70,6,4,6,6.6,3.742,61
6/15/12,2012,38,19,8,4,8,8.5,3.786,61
6/20/12,2012,51,26,6,4,6,6.5,3.8,61
6/20/12,2012,52,49,5,6,6,6.5,3.822,61
6/23/12,2012,34,75,6,2,6,6.6,3.862,61
6/23/12,2012,34,45,7,2,7,7.6,3.906,61
7/9/12,2012,30,5,6,2,6,6.6,3.93,61
6/23/12,2012,34,73,6,2,6,6.6,4.039,61
6/20/12,2012,52,40,6,2,6,6.5,4.056,61
6/20/12,2012,52,55,7,2,7,7.5,4.092,61
6/23/12,2012,34,55,6,2,6,6.6,4.122,61
6/16/12,2012,58,24,9,4,9,9.5,4.13,61
7/8/12,2012,80,3,7,2,7,7.6,4.13,61
6/18/12,2012,36,13,7,4,7,7.5,4.152,61
6/20/12,2012,52,60,6,4,6,6.5,4.476,61
6/16/12,2012,58,14,5,4,5,5.5,3.47,62
6/15/12,2012,37,3,6,4,6,6.5,3.528,62
6/15/12,2012,38,112,7,2,7,7.5,3.582,62
7/8/12,2012,80,13,6,2,6,6.6,3.672,62
7/22/12,2012,14,9,6,4,6,6.7,3.724,62
7/8/12,2012,80,19,6,4,6,6.6,3.814,62
7/9/12,2012,27,26,6,4,6,6.6,3.934,62
6/15/12,2012,37,16,5,2,5,5.5,3.95,62
7/9/12,2012,27,33,6,4,6,6.6,3.985,62
7/9/12,2012,30,100,7,2,7,7.6,4.195,62
8/16/12,2012,WBSL1040,30,6,4,6,6.7,4.2,62
6/15/12,2012,38,8,7,6,8,8.5,4.39,62
6/17/12,2012,59,31,6,6,7,7.5,4.445,62
6/15/12,2012,38,27,8,2,8,8.5,4.566,62
6/20/12,2012,51,30,7,2,7,7.5,4.866,62
6/20/12,2012,52,37,5,6,6,6.5,2.232,63
7/9/12,2012,27,30,5,4,5,5.6,3.165,63
6/15/12,2012,38,115,6,2,6,6.5,3.854,63
7/8/12,2012,80,7,6,2,6,6.6,3.894,63
6/20/12,2012,52,23,6,2,6,6.5,3.99,63
6/20/12,2012,51,25,6,2,6,6.5,4.001,63
6/17/12,2012,59,56,8,2,8,8.5,4.004,63
7/9/12,2012,27,9,5,4,5,5.6,4.022,63
6/15/12,2012,38,109,7,2,7,7.5,4.034,63
7/22/12,2012,14,15,9,2,9,9.7,4.042,63
6/20/12,2012,52,54,6,2,6,6.5,4.078,63
6/15/12,2012,38,30,8,4,8,8.5,4.08,63
6/20/12,2012,51,32,6,4,6,6.5,4.092,63
6/15/12,2012,38,13,6,2,6,6.5,4.1,63
6/15/12,2012,38,106,7,4,7,7.5,4.106,63
7/9/12,2012,30,17,6,4,6,6.6,4.148,63
6/15/12,2012,37,12,5,6,6,6.5,4.23,63
6/20/12,2012,52,31,7,2,7,7.5,4.32,63
7/8/12,2012,80,17,6,4,6,6.6,4.412,63
7/9/12,2012,30,95,8,2,8,8.6,4.44,63
6/15/12,2012,38,21,8,2,8,8.5,4.498,63
6/19/12,2012,53,8,7,6,8,8.5,4.58,63
6/15/12,2012,38,20,6,2,6,6.5,4.616,63
6/16/12,2012,58,10,8,2,8,8.5,4.648,63
7/8/12,2012,80,24,6,4,6,6.6,4.736,63
7/8/12,2012,80,9,6,2,6,6.6,4.904,63
6/15/12,2012,38,25,6,4,6,6.5,5.028,63
7/22/12,2012,14,21,8,4,8,8.7,3.916,64
6/15/12,2012,37,2,6,2,6,6.5,4.102,64
7/9/12,2012,30,94,7,2,7,7.6,4.21,64
6/15/12,2012,38,93,7,2,7,7.5,4.218,64
6/15/12,2012,38,24,7,2,7,7.5,4.324,64
6/15/12,2012,38,202,7,2,7,7.5,4.358,64
7/8/12,2012,80,18,6,4,6,6.6,4.364,64
6/20/12,2012,52,38,6,2,6,6.5,4.366,64
6/15/12,2012,37,4,6,2,6,6.5,4.368,64
7/9/12,2012,27,23,6,4,6,6.6,4.398,64
7/9/12,2012,27,20,6,4,6,6.6,4.404,64
7/22/12,2012,14,19,6,4,6,6.7,4.41,64
6/20/12,2012,52,43,7,2,7,7.5,4.516,64
6/20/12,2012,52,44,7,2,7,7.5,4.524,64
6/23/12,2012,34,48,7,2,7,7.6,4.545,64
6/15/12,2012,37,5,6,4,6,6.5,4.656,64
6/23/12,2012,34,37,7,2,7,7.6,4.726,64
7/9/12,2012,30,89,7,2,7,7.6,4.825,64
6/18/12,2012,36,39,6,4,6,6.5,4.868,64
7/8/12,2012,80,6,6,2,6,6.6,4.94,64
8/16/12,2012,WBSL1040,101,6,4,6,6.7,4.554,64.5
8/16/12,2012,WBSL1040,73,10,2,10,10.7,5.1,64.5
8/23/12,2012,WB16150,32,7,4,7,7.8,4.2,65
6/20/12,2012,52,69,5,6,6,6.5,4.212,65
8/23/12,2012,WB16150,33,7,6,7,7.8,4.238,65
6/20/12,2012,52,39,6,2,6,6.5,4.244,65
6/15/12,2012,37,20,6,2,6,6.5,4.262,65
7/22/12,2012,14,16,5,4,5,5.7,4.35,65
6/15/12,2012,38,28,7,6,8,8.5,4.4,65
7/9/12,2012,30,88,8,2,8,8.6,4.46,65
7/22/12,2012,14,18,7,4,7,7.7,4.468,65
6/15/12,2012,38,89,7,2,7,7.5,4.5,65
7/9/12,2012,30,87,7,2,7,7.6,4.53,65
6/16/12,2012,58,11,6,2,6,6.5,4.532,65
7/8/12,2012,80,5,6,2,6,6.6,4.535,65
6/20/12,2012,52,67,6,4,6,6.5,4.538,65
7/9/12,2012,30,98,6,4,6,6.6,4.54,65
6/16/12,2012,58,21,8,4,8,8.5,4.624,65
6/18/12,2012,36,18,8,2,8,8.5,4.654,65
6/20/12,2012,52,45,6,2,6,6.5,4.694,65
6/15/12,2012,38,99,8,6,9,9.5,4.784,65
6/15/12,2012,38,100,8,4,8,8.5,4.79,65
6/19/12,2012,53,24,6,2,6,6.5,4.938,65
8/16/12,2012,WBSL1040,48,7,4,7,7.7,5,65
6/23/12,2012,34,67,8,2,8,8.6,5.102,65
6/15/12,2012,38,22,7,6,8,8.5,5.214,65
6/20/12,2012,52,70,6,4,6,6.5,5.225,65
6/15/12,2012,38,102,6,4,6,6.5,4.164,66
6/15/12,2012,38,90,8,2,8,8.5,4.43,66
7/9/12,2012,30,90,7,2,7,7.6,4.55,66
7/9/12,2012,28,93,7,4,7,7.6,4.615,66
6/17/12,2012,59,28,8,2,8,8.5,4.652,66
7/9/12,2012,28,13,7,2,7,7.6,4.705,66
6/18/12,2012,36,32,7,4,7,7.5,4.73,66
7/22/12,2012,14,5,6,5,6,6.7,4.864,66
6/16/12,2012,58,7,6,4,6,6.5,4.868,66
7/9/12,2012,27,32,6,2,6,6.6,4.905,66
6/15/12,2012,38,23,7,4,7,7.5,4.984,66
6/16/12,2012,58,9,8,2,8,8.5,5.012,66
6/23/12,2012,34,71,7,2,7,7.6,5.114,66
6/15/12,2012,38,6,8,4,8,8.5,5.514,66
6/17/12,2012,59,53,8,4,8,8.5,4.014,67
6/17/12,2012,59,44,7,6,8,8.5,4.176,67
6/20/12,2012,52,30,6,2,6,6.5,4.64,67
7/21/12,2012,70,13,7,2,7,7.7,4.655,67
6/15/12,2012,38,26,7,6,8,8.5,4.752,67
7/21/12,2012,70,3,8,2,8,8.7,4.802,67
6/17/12,2012,59,23,7,4,7,7.5,4.849,67
6/15/12,2012,38,105,7,2,7,7.5,5.024,67
6/15/12,2012,38,29,8,2,8,8.5,5.179,67
6/20/12,2012,52,27,7,6,8,8.5,5.35,67
6/18/12,2012,36,42,6,4,6,6.5,5.525,67
6/20/12,2012,51,1,6,2,6,6.5,5.64,67
6/18/12,2012,36,23,7,6,8,8.5,5.75,67
6/16/12,2012,58,6,7,2,7,7.5,4.85,68
6/20/12,2012,51,28,6,2,6,6.5,4.892,68
7/9/12,2012,27,21,6,2,6,6.6,4.928,68
6/17/12,2012,59,49,8,2,8,8.5,4.928,68
7/21/12,2012,82,7,7,2,7,7.7,5.13,68
6/15/12,2012,38,94,7,4,7,7.5,5.154,68
6/15/12,2012,38,107,8,4,8,8.5,5.302,68
6/15/12,2012,38,11,8,2,8,8.5,5.33,68
6/15/12,2012,38,16,8,2,8,8.5,5.376,68
7/9/12,2012,30,85,8,2,8,8.6,5.645,68
7/13/12,2012,21,24,8,4,8,8.6,5.898,68
6/17/12,2012,59,51,8,2,8,8.5,4.835,69
6/15/12,2012,38,5,7,4,7,7.5,5,69
7/9/12,2012,30,91,9,2,9,9.6,5.19,69
7/21/12,2012,70,7,6,2,6,6.7,5.24,69
7/9/12,2012,27,11,7,2,7,7.6,5.342,69
7/9/12,2012,27,18,6,4,6,6.6,5.37,69
6/16/12,2012,58,25,7,2,7,7.5,5.486,69
7/9/12,2012,28,88,6,4,6,6.6,5.535,69
6/20/12,2012,51,23,7,2,7,7.5,5.724,69
7/9/12,2012,30,83,8,2,8,8.6,5.75,69
6/20/12,2012,51,22,7,2,7,7.5,6.13,69
6/15/12,2012,38,110,7,2,7,7.5,5.06,70
7/22/12,2012,14,12,8,2,8,8.7,5.09,70
6/17/12,2012,59,45,,,13,13.5,5.554,70
6/15/12,2012,38,131,8,2,8,8.5,5.565,70
7/22/12,2012,14,11,8,4,8,8.7,5.748,70
8/16/12,2012,WBSL1040,80,8,2,8,8.7,5.8,70
7/21/12,2012,70,8,7,2,7,7.7,6.02,70
7/21/12,2012,70,2,7,2,7,7.7,6.225,70
6/17/12,2012,59,19,7,6,8,8.5,6.482,70
6/15/12,2012,38,92,8,6,9,9.5,5.058,71
7/12/12,2012,43,20,7,2,7,7.6,5.152,71
7/12/12,2012,43,2,7,2,7,7.6,6.425,71
7/9/12,2012,30,84,7,2,7,7.6,6.44,71
7/9/12,2012,27,12,6,2,6,6.6,6.525,71
6/15/12,2012,38,156,7,2,7,7.5,5.038,72
6/16/12,2012,58,20,7,2,7,7.5,5.67,72
6/17/12,2012,59,39,8,6,9,9.5,5.678,72
6/20/12,2012,51,21,8,2,8,8.5,6.235,72
6/19/12,2012,54,16,8,2,8,8.5,6.505,72
7/9/12,2012,30,96,9,4,9,9.6,7.275,72
7/9/12,2012,27,15,,,,0.6,6.225,73
7/21/12,2012,70,16,7,2,7,7.7,6.225,73
7/23/12,2012,15,18,7,4,7,7.7,6.015,74
6/16/12,2012,58,27,8,6,9,9.5,7.14,74
7/9/12,2012,28,27,7,4,7,7.6,6.905,75
6/17/12,2012,59,50,,,23,23.5,7.8,77
7/21/12,2012,82,5,7,4,7,7.7,6.645,78
7/21/12,2012,82,19,8,6,9,9.7,9,79
7/9/12,2012,30,82,,,21,21.6,9.12,79
6/17/12,2012,59,14,,,24,24.5,8.53,80
7/9/12,2012,30,22,18,2,18,18.6,9.945,80
7/9/12,2012,30,72,,deformed,,0.6,8.835,81
6/15/12,2012,38,7,,,20,20.5,10.275,84
6/16/12,2012,58,26,23,2,23,23.5,11.125,86
7/21/12,2012,82,21,,,24,24.7,13.3,92
